"Date","Open","High","Low","Close","Volume","Market.Cap","Coin"
"Aug 20, 2020",2.79,3.08,2.69,2.9,48819867,0,"Polkadot"
"Aug 21, 2020",2.9,3.09,2.73,2.88,49313137,0,"Polkadot"
"Aug 22, 2020",2.88,4.51,2.82,4.48,485801096,0,"Polkadot"
"Aug 23, 2020",4.49,4.49,3.72,3.97,320749483,0,"Polkadot"
"Aug 24, 2020",3.99,4.78,3.81,4.6,407690171,0,"Polkadot"
"Aug 25, 2020",4.58,5.76,4.5,5.52,898847538,0,"Polkadot"
"Aug 26, 2020",5.54,6.55,5.14,6.08,1054351759,0,"Polkadot"
"Aug 27, 2020",6.08,6.79,5.31,5.63,1289248953,0,"Polkadot"
"Aug 28, 2020",5.64,6.33,5.54,6.16,727162235,0,"Polkadot"
"Aug 29, 2020",6.18,6.56,6.04,6.16,527290028,0,"Polkadot"
"Aug 30, 2020",6.15,6.22,5.75,5.87,485335136,0,"Polkadot"
"Aug 31, 2020",5.91,6.46,5.77,6.3,512604781,0,"Polkadot"
"Sep 01, 2020",6.3,6.84,6.17,6.29,601527409,0,"Polkadot"
"Sep 02, 2020",6.28,6.43,5.66,6.14,584155028,5234800947,"Polkadot"
"Sep 03, 2020",6.13,6.32,5.68,5.75,763663457,4900906249,"Polkadot"
"Sep 04, 2020",5.73,5.98,4.63,5.15,845787793,4387757398,"Polkadot"
"Sep 05, 2020",5.14,5.31,3.65,4.12,805800385,3514880375,"Polkadot"
"Sep 06, 2020",4.14,4.9,3.76,4.8,924160482,4092255324,"Polkadot"
"Sep 07, 2020",4.8,4.82,4.03,4.59,675375183,3917633675,"Polkadot"
"Sep 08, 2020",4.59,4.62,4.12,4.27,519440288,3644492936,"Polkadot"
"Sep 09, 2020",4.28,4.8,4.16,4.71,534097094,4015065991,"Polkadot"
"Sep 10, 2020",4.71,4.87,4.47,4.58,633577674,3906477359,"Polkadot"
"Sep 11, 2020",4.58,4.75,4.32,4.65,633472140,3961031724,"Polkadot"
"Sep 12, 2020",4.65,5.28,4.52,5.14,753745737,4380082751,"Polkadot"
"Sep 13, 2020",5.15,5.48,4.81,5.3,1099475714,4517285669,"Polkadot"
"Sep 14, 2020",5.3,5.6,5.13,5.35,1008259712,4560564714,"Polkadot"
"Sep 15, 2020",5.37,5.45,5.1,5.1,897864384,4344841941,"Polkadot"
"Sep 16, 2020",5.07,5.28,4.99,5.08,792360521,4331724983,"Polkadot"
"Sep 17, 2020",5.08,5.42,5.06,5.34,776350363,4549984896,"Polkadot"
"Sep 18, 2020",5.34,5.46,5.11,5.25,683398180,4472788249,"Polkadot"
"Sep 19, 2020",5.25,5.26,4.82,4.93,605268040,4199640091,"Polkadot"
"Sep 20, 2020",4.93,4.97,4.42,4.67,798507891,3983952932,"Polkadot"
"Sep 21, 2020",4.67,4.7,3.95,4.09,1096736657,3491249077,"Polkadot"
"Sep 22, 2020",4.09,4.21,3.92,4.17,673117344,3559346335,"Polkadot"
"Sep 23, 2020",4.17,4.32,3.97,4.03,557062766,3437376886,"Polkadot"
"Sep 24, 2020",4.02,4.4,3.99,4.38,437573446,3736279268,"Polkadot"
"Sep 25, 2020",4.38,4.53,4.26,4.42,425191119,3769516671,"Polkadot"
"Sep 26, 2020",4.42,4.46,4.24,4.35,329745176,3707023756,"Polkadot"
"Sep 27, 2020",4.34,4.36,4.16,4.31,316361927,3675151412,"Polkadot"
"Sep 28, 2020",4.3,4.58,4.27,4.4,543507456,3749825721,"Polkadot"
"Sep 29, 2020",4.42,4.6,4.36,4.5,508965929,3837300168,"Polkadot"
"Sep 30, 2020",4.5,4.5,4.25,4.35,378446620,3708830409,"Polkadot"
"Oct 01, 2020",4.35,4.58,4.26,4.34,445143708,3703757887,"Polkadot"
"Oct 02, 2020",4.34,4.36,3.93,4.12,554916297,3515619342,"Polkadot"
"Oct 03, 2020",4.13,4.13,4.04,4.07,361964763,3470315784,"Polkadot"
"Oct 04, 2020",4.07,4.2,4.02,4.17,286356969,3558875853,"Polkadot"
"Oct 05, 2020",4.18,4.23,4.12,4.17,332264664,3557842898,"Polkadot"
"Oct 06, 2020",4.17,4.18,3.65,3.76,662270711,3202682677,"Polkadot"
"Oct 07, 2020",3.75,3.88,3.62,3.86,629063456,3290194893,"Polkadot"
"Oct 08, 2020",3.86,4.16,3.66,4.1,614223111,3498108576,"Polkadot"
"Oct 09, 2020",4.11,4.35,4.02,4.26,491506582,3634383221,"Polkadot"
"Oct 10, 2020",4.26,4.48,4.24,4.25,492038159,3626272562,"Polkadot"
"Oct 11, 2020",4.26,4.33,4.18,4.26,388098955,3634122785,"Polkadot"
"Oct 12, 2020",4.26,4.44,4.21,4.32,489608532,3683393733,"Polkadot"
"Oct 13, 2020",4.32,4.34,4.16,4.25,420659947,3623241282,"Polkadot"
"Oct 14, 2020",4.26,4.36,4.09,4.2,520198619,3580365245,"Polkadot"
"Oct 15, 2020",4.19,4.19,4.03,4.1,450623089,3493136395,"Polkadot"
"Oct 16, 2020",4.1,4.16,3.84,3.91,443295515,3333451300,"Polkadot"
"Oct 17, 2020",3.92,3.98,3.87,3.97,206453738,3382668461,"Polkadot"
"Oct 18, 2020",3.97,4.12,3.96,4.1,204108300,3499821171,"Polkadot"
"Oct 19, 2020",4.11,4.11,3.96,3.99,249983725,3402569424,"Polkadot"
"Oct 20, 2020",3.99,4.14,3.88,3.91,502694693,3334145297,"Polkadot"
"Oct 21, 2020",3.91,4.25,3.91,4.14,458018407,3530916223,"Polkadot"
"Oct 22, 2020",4.14,4.33,4.13,4.27,367309225,3639910112,"Polkadot"
"Oct 23, 2020",4.27,4.47,4.2,4.27,461816708,3638119606,"Polkadot"
"Oct 24, 2020",4.27,4.43,4.24,4.36,310306552,3713574041,"Polkadot"
"Oct 25, 2020",4.36,4.45,4.27,4.34,339106539,3696424432,"Polkadot"
"Oct 26, 2020",4.34,4.74,4.3,4.73,722990810,4030479550,"Polkadot"
"Oct 27, 2020",4.73,4.93,4.66,4.68,820401909,3993760877,"Polkadot"
"Oct 28, 2020",4.68,4.77,4.26,4.37,649971738,3721889676,"Polkadot"
"Oct 29, 2020",4.37,4.4,3.88,4.05,686597329,3456075113,"Polkadot"
"Oct 30, 2020",4.05,4.16,3.94,4.09,586577443,3485720265,"Polkadot"
"Oct 31, 2020",4.09,4.27,4.07,4.18,318678917,3565574466,"Polkadot"
"Nov 01, 2020",4.18,4.23,4.12,4.23,302861124,3602960876,"Polkadot"
"Nov 02, 2020",4.23,4.26,3.99,4.03,503474044,3436367636,"Polkadot"
"Nov 03, 2020",4.03,4.07,3.89,4.03,413471121,3432306462,"Polkadot"
"Nov 04, 2020",4.03,4.15,3.89,4.1,836536272,3494221350,"Polkadot"
"Nov 05, 2020",4.1,4.3,4.03,4.24,375265287,3611129170,"Polkadot"
"Nov 06, 2020",4.24,4.63,4.21,4.58,463200956,3904829692,"Polkadot"
"Nov 07, 2020",4.58,4.84,4.11,4.24,724809168,3616897050,"Polkadot"
"Nov 08, 2020",4.24,4.43,4.14,4.37,393903990,3727855176,"Polkadot"
"Nov 09, 2020",4.37,4.46,4.25,4.35,396903280,3706261141,"Polkadot"
"Nov 10, 2020",4.35,4.5,4.31,4.42,379322634,3764453584,"Polkadot"
"Nov 11, 2020",4.42,4.62,4.42,4.46,404513890,3910436471,"Polkadot"
"Nov 12, 2020",4.46,4.47,4.32,4.4,367161907,3860331526,"Polkadot"
"Nov 13, 2020",4.4,4.59,4.37,4.54,342519103,3985281156,"Polkadot"
"Nov 14, 2020",4.54,4.55,4.37,4.47,331350627,3921402330,"Polkadot"
"Nov 15, 2020",4.47,4.49,4.31,4.38,325439058,3847021230,"Polkadot"
"Nov 16, 2020",4.38,4.59,4.35,4.49,445672648,3941257093,"Polkadot"
"Nov 17, 2020",4.61,4.91,4.57,4.84,675069949,4257774182,"Polkadot"
"Nov 18, 2020",4.84,4.93,4.53,4.68,671452168,4113722908,"Polkadot"
"Nov 19, 2020",4.68,4.85,4.55,4.76,551607999,4182706632,"Polkadot"
"Nov 20, 2020",4.76,5.46,4.75,5.23,1027776286,4602682307,"Polkadot"
"Nov 21, 2020",5.23,5.81,5.14,5.75,1022750932,5060561832,"Polkadot"
"Nov 22, 2020",5.75,5.83,5.22,5.48,1048639986,4825834134,"Polkadot"
"Nov 23, 2020",5.48,5.94,5.42,5.91,997956277,5201454893,"Polkadot"
"Nov 24, 2020",5.91,6.08,5.62,5.73,1113438978,5046372835,"Polkadot"
"Nov 25, 2020",5.73,5.82,5.18,5.31,1011116414,4677929616,"Polkadot"
"Nov 26, 2020",5.31,5.37,4.46,4.8,1433368625,4234022691,"Polkadot"
"Nov 27, 2020",4.81,5.07,4.52,4.78,864684858,4215509966,"Polkadot"
"Nov 28, 2020",4.78,4.94,4.68,4.9,415083876,4319975484,"Polkadot"
"Nov 29, 2020",4.9,5.2,4.81,5.19,451787954,4576446420,"Polkadot"
"Nov 30, 2020",5.19,5.44,5.15,5.38,649773393,4741608246,"Polkadot"
"Dec 01, 2020",5.38,5.53,5.02,5.09,777715514,4497421389,"Polkadot"
"Dec 02, 2020",5.09,5.53,5.03,5.46,607216780,4829741979,"Polkadot"
"Dec 03, 2020",5.46,5.56,5.34,5.41,354593131,4783391737,"Polkadot"
"Dec 04, 2020",5.41,5.43,4.97,5.03,422944392,4453957346,"Polkadot"
"Dec 05, 2020",5.03,5.19,4.89,5.19,408952852,4592436805,"Polkadot"
"Dec 06, 2020",5.19,5.2,5.01,5.14,299285627,4547051376,"Polkadot"
"Dec 07, 2020",5.13,5.15,5.02,5.06,242900962,4483466813,"Polkadot"
"Dec 08, 2020",5.06,5.07,4.71,4.73,398505417,4194935616,"Polkadot"
"Dec 09, 2020",4.73,4.94,4.63,4.86,477599466,4309886799,"Polkadot"
"Dec 10, 2020",4.86,4.91,4.75,4.8,299121449,4253982261,"Polkadot"
"Dec 11, 2020",4.8,4.8,4.55,4.62,366039075,4098623898,"Polkadot"
"Dec 12, 2020",4.62,4.8,4.62,4.74,282782417,4205469340,"Polkadot"
