"Date","Open","High","Low","Close","Volume","Market.Cap","Coin"
"Dec 13, 2020",4.74,4.99,4.74,4.89,280953204,4339944731,"Polkadot"
"Dec 14, 2020",4.89,5,4.84,4.9,204385757,4348029101,"Polkadot"
"Dec 15, 2020",4.9,5.28,4.85,5.25,354033042,4672343779,"Polkadot"
"Dec 16, 2020",5.25,5.36,5.12,5.36,508481878,4771216326,"Polkadot"
"Dec 17, 2020",5.36,5.73,5.29,5.34,863948412,4758675487,"Polkadot"
"Dec 18, 2020",5.34,5.5,5.26,5.37,607402856,4785926664,"Polkadot"
"Dec 19, 2020",5.37,5.57,5.29,5.34,517648631,4761254337,"Polkadot"
"Dec 20, 2020",5.34,5.43,5.09,5.19,519415555,4628079243,"Polkadot"
"Dec 21, 2020",5.19,5.41,4.81,4.89,665375358,4365028373,"Polkadot"
"Dec 22, 2020",4.89,5.17,4.81,5.15,697260532,4603028363,"Polkadot"
"Dec 23, 2020",5.15,5.18,4.62,4.71,665441295,4207716404,"Polkadot"
"Dec 24, 2020",4.71,5.2,4.66,5.13,646511051,4582660904,"Polkadot"
"Dec 25, 2020",5.13,5.27,5.04,5.21,512565394,4659822224,"Polkadot"
"Dec 26, 2020",5.21,5.27,5.09,5.18,484934518,4632413801,"Polkadot"
"Dec 27, 2020",5.18,5.39,4.95,5.14,784179881,4592307413,"Polkadot"
"Dec 28, 2020",5.14,6.64,5.12,6.59,1746628677,5892566077,"Polkadot"
"Dec 29, 2020",6.58,7.61,6.2,7.52,2717983832,6727781087,"Polkadot"
"Dec 30, 2020",7.52,7.65,7.09,7.25,2059017629,6492175417,"Polkadot"
"Dec 31, 2020",7.25,9.43,7.17,9.29,2751292067,8318279231,"Polkadot"
"Jan 01, 2021",9.29,9.42,8.12,8.31,2791211123,7442884318,"Polkadot"
"Jan 02, 2021",8.31,9.76,7.94,9.21,3049232407,8254057307,"Polkadot"
"Jan 03, 2021",9.21,10.46,8.87,10.03,3032883074,8995148461,"Polkadot"
"Jan 04, 2021",10.06,10.51,8.78,9.47,2893262630,8492158903,"Polkadot"
"Jan 05, 2021",9.48,10.04,9.08,9.7,2080742171,8704252438,"Polkadot"
"Jan 06, 2021",9.71,10.37,9.49,10.1,2382484175,9059681060,"Polkadot"
"Jan 07, 2021",10.09,10.63,9.5,9.64,2521342761,8658771900,"Polkadot"
"Jan 08, 2021",9.65,9.8,8.86,9.31,2350202788,8357620979,"Polkadot"
"Jan 09, 2021",9.31,9.82,9.05,9.78,1478813230,8783858938,"Polkadot"
"Jan 10, 2021",9.78,9.99,8.75,9.31,1603968712,8361125118,"Polkadot"
"Jan 11, 2021",9.3,9.3,7.23,8.28,3251043299,7438402688,"Polkadot"
"Jan 12, 2021",8.27,8.62,7.97,8.26,1918790089,7431056432,"Polkadot"
"Jan 13, 2021",8.27,11.3,7.99,10.96,2915711373,9857235821,"Polkadot"
"Jan 14, 2021",10.95,14.55,10.93,14.54,5405054869,13082749823,"Polkadot"
"Jan 15, 2021",14.52,14.86,11.85,13.21,6159630996,11892435980,"Polkadot"
"Jan 16, 2021",13.2,19.32,13.19,18.18,8917081506,16377017838,"Polkadot"
"Jan 17, 2021",18.15,18.15,16.41,16.98,6091648732,15306722570,"Polkadot"
"Jan 18, 2021",17,18.1,15.82,16.51,3888179752,14889926543,"Polkadot"
"Jan 19, 2021",16.52,17.47,16.05,16.47,3414422602,14857593596,"Polkadot"
"Jan 20, 2021",16.45,18.13,14.83,17.95,4624508717,16197751625,"Polkadot"
"Jan 21, 2021",17.98,18.06,15.05,15.94,4843725549,14394680976,"Polkadot"
"Jan 22, 2021",15.93,17.98,14.89,17.16,2991599976,15498857928,"Polkadot"
"Jan 23, 2021",17.16,18.75,16.87,18.6,2842317183,16800498070,"Polkadot"
"Jan 24, 2021",18.6,18.72,17.38,18,2800444854,16268654954,"Polkadot"
"Jan 25, 2021",18,19.05,17.12,17.25,3351498659,15598550884,"Polkadot"
"Jan 26, 2021",17.24,17.77,16.08,17.12,2588253411,15487077235,"Polkadot"
"Jan 27, 2021",17.12,17.12,15.08,15.5,2973163194,14031295907,"Polkadot"
"Jan 28, 2021",15.5,17.46,15.36,16.94,2960951225,15338599024,"Polkadot"
"Jan 29, 2021",17.1,17.64,16.03,16.84,3657663583,15249211491,"Polkadot"
"Jan 30, 2021",16.84,17.05,16.16,16.51,1998709420,14948992534,"Polkadot"
"Jan 31, 2021",16.51,17.46,15.81,16.12,2540474629,14603207739,"Polkadot"
"Feb 01, 2021",16.12,16.52,15.74,16.38,2228986208,14839696019,"Polkadot"
"Feb 02, 2021",16.38,17.6,16.04,17.26,2658383686,15648346887,"Polkadot"
"Feb 03, 2021",17.25,20.73,16.84,20.73,4685307862,18799060619,"Polkadot"
"Feb 04, 2021",20.73,21.56,19.04,19.7,4858842246,17871050304,"Polkadot"
"Feb 05, 2021",19.69,21.28,19.53,20.9,3387079061,18965454796,"Polkadot"
"Feb 06, 2021",20.89,21.3,19.81,20.4,2622835076,18510385438,"Polkadot"
"Feb 07, 2021",20.39,20.78,18.62,19.79,3038407999,17972785450,"Polkadot"
"Feb 08, 2021",19.78,23.61,19.23,23.03,4736654531,20918997056,"Polkadot"
"Feb 09, 2021",23.03,24.05,22.37,23.13,3446396914,21013455490,"Polkadot"
"Feb 10, 2021",23.11,24.79,22.14,23.59,4203061885,21431620371,"Polkadot"
"Feb 11, 2021",23.59,25.58,23.33,25.23,4060334812,22891907598,"Polkadot"
"Feb 12, 2021",25.17,29.67,24.55,28.69,4562466560,26041864560,"Polkadot"
"Feb 13, 2021",28.69,30.15,27.47,28.02,4947621076,26570627681,"Polkadot"
"Feb 14, 2021",28.01,29.37,26.54,27.1,3550653217,24608750493,"Polkadot"
"Feb 15, 2021",27.06,29.45,23.61,27.78,5407907535,25240366453,"Polkadot"
"Feb 16, 2021",27.76,30.97,26.96,30.16,5274752208,27409464568,"Polkadot"
"Feb 17, 2021",30.16,32.35,29.73,31.99,4292546900,29077428853,"Polkadot"
"Feb 18, 2021",31.98,32.58,30.63,31.18,1992921511,29226703999,"Polkadot"
"Feb 19, 2021",31.19,34.99,29.63,34.79,3466759116,31650533003,"Polkadot"
"Feb 20, 2021",34.8,42.06,34.8,39.24,6056666198,35712761350,"Polkadot"
"Feb 21, 2021",39.17,40.47,38.15,39.7,3721239427,36134675190,"Polkadot"
"Feb 22, 2021",39.7,39.7,31.36,37.69,5770512363,34365198828,"Polkadot"
"Feb 23, 2021",37.66,37.71,26.76,34.3,7502138162,31292320714,"Polkadot"
"Feb 24, 2021",34.33,36.75,31.98,33.63,4724242062,30706882059,"Polkadot"
"Feb 25, 2021",33.62,35.08,31.06,31.08,3470266685,28386405742,"Polkadot"
"Feb 26, 2021",31.14,33.5,28.1,31.35,5147313878,28635864216,"Polkadot"
"Feb 27, 2021",31.4,35.52,31.4,33.45,4507278636,30567858010,"Polkadot"
"Feb 28, 2021",33.45,34.61,29.96,33.61,4567616883,30723422512,"Polkadot"
"Mar 01, 2021",33.64,35.58,33.19,35.58,3311498739,32539365963,"Polkadot"
"Mar 02, 2021",35.59,37.76,34.59,36.15,3752858101,33066586008,"Polkadot"
"Mar 03, 2021",36.16,38.55,36.16,37.04,2683665084,33889450252,"Polkadot"
"Mar 04, 2021",37.04,38.28,34.45,35.33,2868268909,32332933421,"Polkadot"
"Mar 05, 2021",35.32,35.32,31.58,33.72,3035955286,30877097836,"Polkadot"
"Mar 06, 2021",33.69,34.15,32.18,33.43,1637892896,30620375379,"Polkadot"
"Mar 07, 2021",33.43,35.22,33.39,35.19,1607577506,32235883115,"Polkadot"
"Mar 08, 2021",35.18,35.49,33.51,34.91,1855547495,31990861423,"Polkadot"
"Mar 09, 2021",34.93,38.75,34.6,38.19,3020766952,35076916392,"Polkadot"
"Mar 10, 2021",38.18,39.42,36.44,37.57,3143656899,34509354022,"Polkadot"
"Mar 11, 2021",37.54,37.97,35.96,36.88,2563507906,33892867858,"Polkadot"
"Mar 12, 2021",36.89,37.43,34.69,35.99,2198904040,33082975405,"Polkadot"
"Mar 13, 2021",35.99,38.15,34.81,37.16,2115307643,34191013936,"Polkadot"
"Mar 14, 2021",37.17,37.87,36.34,36.58,1640191647,33665914793,"Polkadot"
"Mar 15, 2021",36.56,38.38,34.13,34.36,2905566504,31628536887,"Polkadot"
"Mar 16, 2021",34.34,35.45,32.24,35.43,2518683414,32624297093,"Polkadot"
"Mar 17, 2021",35.44,36.36,34.56,36.14,2111418087,33288119794,"Polkadot"
"Mar 18, 2021",36.11,36.95,35.46,35.52,1639504240,32732241794,"Polkadot"
"Mar 19, 2021",35.5,38.97,34.89,38.27,2491198971,35283417850,"Polkadot"
"Mar 20, 2021",38.29,40.13,37.34,37.35,2133559565,34442160749,"Polkadot"
"Mar 21, 2021",37.36,38.15,36.2,36.79,1930244845,33936891287,"Polkadot"
"Mar 22, 2021",36.79,37.78,35.4,35.54,1929884756,32787171367,"Polkadot"
"Mar 23, 2021",35.51,36.4,34.27,34.46,1728982595,31800924930,"Polkadot"
"Mar 24, 2021",34.45,36.15,28.34,30.44,2729222673,28093491363,"Polkadot"
"Mar 25, 2021",30.36,31.23,28.67,29.98,3433822540,27682831356,"Polkadot"
"Mar 26, 2021",29.97,33.44,29.94,33.2,1735749439,30664937495,"Polkadot"
"Mar 27, 2021",33.2,33.53,31.23,32.66,1518535916,30174087039,"Polkadot"
"Mar 28, 2021",32.64,33.25,31.47,32.3,1138942373,29845818892,"Polkadot"
"Mar 29, 2021",32.29,34.69,31.86,34.37,1639815517,31772348772,"Polkadot"
"Mar 30, 2021",34.36,34.78,33.61,34.07,1281200871,31495837002,"Polkadot"
"Mar 31, 2021",34.08,38.2,33.52,37.03,3527967413,34243351177,"Polkadot"
"Apr 01, 2021",37.09,38.99,36.19,37.67,2811720574,34849767584,"Polkadot"
"Apr 02, 2021",37.63,41.38,36.89,41.16,2824216498,38097210602,"Polkadot"
"Apr 03, 2021",41.18,46.85,41.07,41.65,5242091096,38552114089,"Polkadot"
"Apr 04, 2021",41.61,45.22,41.08,44.65,3120632809,41344587412,"Polkadot"
"Apr 05, 2021",44.67,45.85,42.25,45.8,2937995182,42409475220,"Polkadot"
"Apr 06, 2021",45.81,46.23,41.86,43.43,3105511689,40227628839,"Polkadot"
"Apr 07, 2021",43.42,43.48,38.05,39.59,3804483298,36684028924,"Polkadot"
"Apr 08, 2021",39.63,41.51,39.35,41.37,1864637395,38338014018,"Polkadot"
"Apr 09, 2021",41.35,42.05,40.16,40.85,1318352700,37897731571,"Polkadot"
"Apr 10, 2021",40.83,42.75,39.98,41.63,1647212348,38627460964,"Polkadot"
"Apr 11, 2021",41.61,41.93,39.99,41.42,1534168402,38470489157,"Polkadot"
"Apr 12, 2021",41.42,41.73,39.45,40.5,1787924966,37621038919,"Polkadot"
"Apr 13, 2021",40.45,43.32,39.86,42.95,2556927711,39909308744,"Polkadot"
"Apr 14, 2021",42.9,44.53,40.11,42.64,2954854988,39634833632,"Polkadot"
"Apr 15, 2021",42.57,44.3,41.52,43.52,2266870611,40458356426,"Polkadot"
"Apr 16, 2021",43.47,43.8,40.16,41.54,2697585009,38632752999,"Polkadot"
"Apr 17, 2021",41.51,48.36,41.5,42.54,4593280503,39591399258,"Polkadot"
"Apr 18, 2021",42.56,43.11,32.87,37.35,5942657694,34770061976,"Polkadot"
"Apr 19, 2021",37.37,38.69,34.07,34.82,2813475560,32422222570,"Polkadot"
"Apr 20, 2021",34.72,35.73,31.64,35.44,3357861319,33018027789,"Polkadot"
"Apr 21, 2021",35.46,36.26,33.11,33.87,2811533459,31559858460,"Polkadot"
"Apr 22, 2021",33.79,36.71,32.81,32.99,3470349242,30745137197,"Polkadot"
"Apr 23, 2021",32.96,33.46,27.13,32.23,4380184942,30046816983,"Polkadot"
"Apr 24, 2021",32.26,32.39,28.57,28.93,2000992624,26981554376,"Polkadot"
"Apr 25, 2021",28.97,31.26,28.18,29.76,1620694353,27761506662,"Polkadot"
"Apr 26, 2021",29.81,33.45,29.78,33.41,2200104405,31171742686,"Polkadot"
"Apr 27, 2021",33.42,34.92,33.19,34.7,1844667809,32388898377,"Polkadot"
"Apr 28, 2021",34.79,35.35,32.65,33.97,1856657053,31710405662,"Polkadot"
"Apr 29, 2021",33.96,35.97,32.99,35.97,1827249049,33586658507,"Polkadot"
"Apr 30, 2021",35.98,36.8,35.14,36.54,2210863082,34134808697,"Polkadot"
"May 01, 2021",36.52,37.36,35.91,36.93,1596159168,34504880432,"Polkadot"
"May 02, 2021",36.9,37.16,35.6,36.65,1423486755,34253692068,"Polkadot"
"May 03, 2021",36.64,38.26,36.62,37.26,1857108732,34826556841,"Polkadot"
"May 04, 2021",37.26,37.91,34.63,34.85,2627951840,32587842121,"Polkadot"
"May 05, 2021",34.77,40.72,34.54,40.5,3300471923,37882863795,"Polkadot"
"May 06, 2021",40.44,43.73,38.06,41.53,4088642953,38870956123,"Polkadot"
"May 07, 2021",41.58,42.58,38.42,39.93,3016255239,37378618337,"Polkadot"
"May 08, 2021",39.88,40.59,38.78,39.83,1754219539,37295541911,"Polkadot"
"May 09, 2021",39.89,40.55,38.28,40.31,2294525692,37754263203,"Polkadot"
"May 10, 2021",40.3,41.79,32.66,36.54,3187436826,34235729961,"Polkadot"
"May 11, 2021",36.51,38.64,35.59,38.64,2263017018,36214689634,"Polkadot"
"May 12, 2021",38.65,42.41,34.03,34.03,3698746095,31900616639,"Polkadot"
"May 13, 2021",35.06,41.79,33.15,40.03,7032709584,37533419368,"Polkadot"
"May 14, 2021",39.97,47.96,39.46,47.95,5633438540,44973584933,"Polkadot"
"May 15, 2021",47.96,49.69,42.98,43.54,6487556686,40852130812,"Polkadot"
"May 16, 2021",43.53,46.64,39.45,42.63,4268621267,40009764155,"Polkadot"
"May 17, 2021",42.39,42.39,35.43,38.71,4779518016,36337830039,"Polkadot"
"May 18, 2021",38.63,42.6,37.85,40.65,3914013746,38165764962,"Polkadot"
"May 19, 2021",40.69,41.34,18.64,25.23,10069997172,23694720120,"Polkadot"
"May 20, 2021",25.06,31.23,21.28,29.15,6694931133,27386147609,"Polkadot"
"May 21, 2021",29.02,30.98,20.03,24.46,6442011513,22988002770,"Polkadot"
"May 22, 2021",24.47,24.6,20.48,22.01,4379003452,20693927991,"Polkadot"
"May 23, 2021",22.07,23.46,13.82,18.03,6002858936,16949899549,"Polkadot"
"May 24, 2021",17.92,23.49,17.21,23.2,4412004564,21843419360,"Polkadot"
"May 25, 2021",23.26,24.2,19.76,22.13,3303527397,20845054527,"Polkadot"
"May 26, 2021",22.19,24.74,21.67,24.55,3100578186,23128780887,"Polkadot"
"May 27, 2021",24.55,24.9,21.81,23.85,2755550527,22478683384,"Polkadot"
"May 28, 2021",23.98,26.12,20.13,21.41,4521086730,20182855365,"Polkadot"
"May 29, 2021",21.37,22.27,18.81,19.86,2392272347,18728941361,"Polkadot"
"May 30, 2021",19.86,21.25,18.56,20.47,1947583708,19308719942,"Polkadot"
"May 31, 2021",20.48,23.43,19.1,23.43,2651300356,22107873817,"Polkadot"
"Jun 01, 2021",23.3,23.52,21.75,22.81,2230220978,21534458659,"Polkadot"
"Jun 02, 2021",22.85,26.84,22.68,25.96,2962777621,24511128160,"Polkadot"
"Jun 03, 2021",25.94,28.61,25.75,27.01,2803059246,25520462773,"Polkadot"
"Jun 04, 2021",26.99,26.99,23.71,25.01,2801117143,23633978172,"Polkadot"
"Jun 05, 2021",25.02,26.39,23.06,23.82,2102969701,22512800467,"Polkadot"
"Jun 06, 2021",23.79,24.46,23.62,24.2,1187622849,22881676131,"Polkadot"
"Jun 07, 2021",24.2,25.28,21.43,21.63,1861117892,20452577185,"Polkadot"
"Jun 08, 2021",21.7,22.27,19.66,21.75,2653898124,20675304866,"Polkadot"
"Jun 09, 2021",21.66,23.28,20.44,23.18,2220005781,22049780789,"Polkadot"
"Jun 10, 2021",23.2,24.55,22.11,22.68,2114395058,21579027447,"Polkadot"
"Jun 11, 2021",22.68,23.19,20.52,20.99,1517304438,19969703628,"Polkadot"
"Jun 12, 2021",20.96,21.26,19.52,20.78,1455506948,19774962202,"Polkadot"
"Jun 13, 2021",20.76,22.4,19.99,22.08,1233102638,21016241301,"Polkadot"
"Jun 14, 2021",22.04,26.03,21.31,22.21,1232810594,21142757781,"Polkadot"
"Jun 15, 2021",25.19,25.99,23.65,24.76,3151346883,23583335076,"Polkadot"
"Jun 16, 2021",23.97,24.54,22.58,22.97,1694813679,21884961261,"Polkadot"
"Jun 17, 2021",23.02,24,22.02,22.51,1236017502,21451987223,"Polkadot"
"Jun 18, 2021",22.55,22.57,20.27,21.4,1406342364,20399261184,"Polkadot"
"Jun 19, 2021",21.45,21.65,20.31,20.36,997553727,19409073661,"Polkadot"
"Jun 20, 2021",20.26,21.02,18.95,20.67,1309501356,19717389791,"Polkadot"
"Jun 21, 2021",20.64,20.78,15.38,15.77,2426849565,15045756872,"Polkadot"
"Jun 22, 2021",15.72,16.94,13.06,14.65,3026165113,13982696286,"Polkadot"
"Jun 23, 2021",14.66,16.8,14.01,16.14,2060945482,15406989340,"Polkadot"
"Jun 24, 2021",15.81,16.59,14.75,16.25,1163182954,15518435007,"Polkadot"
"Jun 25, 2021",16.23,16.72,14.47,14.47,1273917013,13818635590,"Polkadot"
"Jun 26, 2021",14.44,14.99,13.65,14.5,1135392300,13851821554,"Polkadot"
"Jun 27, 2021",14.52,15.04,14.06,15.02,982313261,14348288116,"Polkadot"
"Jun 28, 2021",15.04,16.03,14.68,15.74,1109200887,15045474177,"Polkadot"
"Jun 29, 2021",15.78,17.03,15.74,16.25,1342798978,15539593420,"Polkadot"
